index,date,startup,vertical,subvertical,city,investors,round,amount
1961,2015-10-27,Jombay,Psychometric Test Online Software,Series D,Pune,Ventureworks India,Series D,0.0
1962,2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,Series D,Mumbai,Unnamed investor,Seed Funding,"77,000"
1963,2015-10-27,Roadrunnr,Hyperlocal Logistics Service,Series D,Bangalore,"Sequoia Capital, Nexus Venture Partners",Series D,"1,00,00,000"
1964,2015-10-27,Simpli5d,Online user engagement platform,Series D,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Series D,0.0
1965,2015-10-28,ORIGA Leasing,Asset Financing platform,Series D,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,"11,00,000"
1966,2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,Series D,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,"2,00,000"
1967,2015-10-29,Tavaga,Investment management platform,Series D,Mumbai,Tracxn Syndicate,Seed Funding,0.0
1968,2015-10-29,ZopHop,Public Commute helper App,Series D,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,"4,50,000"
1969,2015-10-30,Instavans,Truck Aggregator & Logistics service,Series D,Bangalore,Suresh Vaswani,Seed Funding,0.0
1970,2015-10-30,LiftO,Ridesharing Mobile app,Series D,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"1,30,000"
1971,2015-10-30,TinyOwl,Food Discovery & Delivery Mobile app,Series D,Mumbai,"Sequoia Capital, Matrix Partners",Series D,"75,00,000"
1972,2015-10-30,Toppr.com,Competitive exam learning platform,Series D,Mumbai,InnoVen Capital,Series D,"20,00,000"
1973,2015-10-30,Kleeto,Document Digitization platform,Series D,Gurgaon,GREX,Seed Funding,"2,30,000"
1974,2015-01-09,TOFlo,FinTech Startup Incubation platform,Series D,Mumbai,Tania Johny Palathinkal,Seed Funding,"1,00,000"
1975,2015-01-09,FXMartIndia,Payment Services platform,Series D,Chandigarh,Flipkart,Series D,0.0
1976,2015-01-09,Stylecracker,Personalized Styling platform,Series D,Mumbai,Group of HNI investors,Series D,"10,00,000"
1977,2015-01-09,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,Series D,Gurgaon,Reliance Capital,Series D,"9,00,000"
1978,2015-02-09,Zivame,Online Lingerie Marketplace,Series D,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Series D,"4,00,00,000"
1979,2015-02-09,Capillary Tech,Cloud software solutions,Series D,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Series D,"4,50,00,000"
1980,2015-03-09,Jobspire,Job Search Platform,Series D,Bangalore,Purvi Capital,Seed Funding,"2,60,000"
1981,2015-03-09,Vistaar Finance,Small Business Financing (NBFC),Series D,Bangalore,"WestBridge Capital, Omidyar Network, Elevar , Saama Capital,\\xc2\\xa0 Lok Capital",Series D,"4,00,00,000"
1982,2015-03-09,HiJinny,Beauty & Wellness Services Marketplace,Series D,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,0.0
1983,2015-04-09,Clapsnslaps,Online Movie Review Platform,Series D,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,"1,50,000"
1984,2015-04-09,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Series D,Mumbai,Ashish Jhalani,Seed Funding,"1,00,000"
1985,2015-04-09,RoomCentral,Cloud-based Hotel Booking Platform,Series D,Bangalore,Karanpal Singh,Seed Funding,"20,00,000"
1986,2015-07-09,YouthKiAwaaz,Community Driven News/Views Platform,Series D,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,"6,00,000"
1987,2015-07-09,Sahayog Dairy,Dairy Based Product Manufacturer,Series D,Bhopal,Acumen Fund,Series D,"18,00,000"
1988,2015-08-09,MockBank,Government Test Preparation platform,Series D,Bangalore,Blume Ventures,Seed Funding,"4,00,000"
1989,2015-08-09,ReportBee,Smart Report Cards for Schools,Series D,Chennai,India Educational Investment Fund,Seed Funding,0.0
1990,2015-08-09,GuruG Learning,Teacher empowerment platform,Series D,Bangalore,India Educational Investment Fund,Seed Funding,0.0
1991,2015-10-09,OnlineTyari,Multilingual Test Preparation Platform,Series D,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Series D,"7,70,000"
1992,2015-10-09,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Series D,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,"3,15,000"
1993,2015-11-09,FitMeIn,Gym & Fitness Studios Subscription platform,Series D,New Delhi,Green House Ventures,Seed Funding,"1,00,000"
1994,2015-11-09,Envoged,pre-used luxury item Marketplace,Series D,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,0.0
1995,2015-11-09,Renomania,Home Design & D\\xc3\\xa9cor platform,Series D,New Delhi,Subodh Gupta,Seed Funding,0.0
1996,2015-12-09,CredR,Used Vehicles Marketplace,Series D,Mumbai,Eight Road Ventures,Series D,"1,50,00,000"
1997,2015-12-09,YatraGenie,Online Bus & Cab ticketing platform,Series D,Hyderabad,Ash Bhardwaj,Series D,0.0
1998,2015-09-14,CanvasFlip,Mobile App testing platform,Series D,Hyderabad,Bessemer Venture Partners,Seed Funding,"12,00,000"
1999,2015-09-14,Shadowfax,Hyperlocal Delivery Services,Series D,Gurgaon,Eight Roads Ventures,Series D,"90,00,000"
2000,2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,Series D,US/India,"Aarin Capital, Unitus Seed Fund",Series D,"30,00,000"
2001,2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Series D,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,"10,00,000"
2002,2015-09-15,Room on Call,Branded Budget Hotel Marketplace,Series D,Noida,Payal Syal,Seed Funding,"3,00,000"
2003,2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,Series D,Bangalore,Sandeep Dama & Others,Seed Funding,0.0
2004,2015-09-16,ChaiPoint,Food Subscription platform,Series D,Bangalore,Eight Roads Ventures,Series D,"1,00,00,000"
2005,2015-09-16,WedmeGood.com,Wedding Planning Platform,Series D,Gurgaon,Indian Angel Network,Seed Funding,"4,10,000"
2006,2015-09-16,XSTOK,B2B Mobile Auction Marketplace,Series D,Mumbai,Oliphans Capital,Seed Funding,"4,50,000"
2007,2015-09-17,UniLog,ECommerce Data Analytics Platform,Series D,Bangalore,Kalaari Capital,Series D,0.0
2008,2015-09-17,Paintcollar,Designer Merchandize Marketplace,Series D,Mumbai,Applyifi,Seed Funding,0.0
2009,2015-09-17,Bueno,Online Food ordering & delivery,Series D,Gurgaon,High Networth Individuals (No details),Seed Funding,"6,00,000"
2010,2015-09-18,Plabro,Real Estate Broker Platform App,Series D,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,"3,50,000"
2011,2015-09-18,Briston Technomach,Internet of Things platform,Series D,New Delhi,Undisclosed,Seed Funding,"1,50,000"
2012,2015-09-18,LabStreet,Diagnostic Labs aggregator platform,Series D,Gurgaon,Multiple investors,Seed Funding,"1,50,000"
2013,2015-09-19,DailyNinja,Hyperlocal Delivery Platform,Series D,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,0.0
2014,2015-09-21,Portea Medical,Home Medical Care Services,Series D,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Series D,"3,75,00,000"
2015,2015-09-21,Neotrade Analytics,Real-Time stock data platform,Series D,Bangalore,Rainmatter,Seed Funding,"2,35,000"
2016,2015-09-21,DishCo,Food discovery & table booking app,Series D,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,0.0
2017,2015-09-21,ConnectAbank,Financial Products lead generation platform,Series D,Mumbai,Prakhar Bumb,Seed Funding,0.0
2018,2015-09-22,VillFarm,Sustainable Agri-inputs Firm,Series D,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,0.0
2019,2015-09-22,Bestdealfinance,Financial Services Portal,Series D,Mumbai,"Kalaari Capital, YourNest Angel Fund",Series D,"30,00,000"
2020,2015-09-22,GameXS.in,Pre-owned games Marketplace,Series D,New Delhi,Lead Angels,Seed Funding,0.0
2021,2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Series D,Bangalore,Swarnim Multiventures,Series D,"8,00,000"
2022,2015-09-22,Furdo,Online Interior Designing platform,Series D,Bangalore,Bhavdeep Reddy,Seed Funding,"4,00,000"
2023,2015-09-22,LogiNext,End-to-end Logistics platform,Series D,Mumbai,Paytm,Series D,"1,00,00,000"
2024,2015-09-22,Korra,Private Label Apparel sales,Series D,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,"3,00,000"
2025,2015-09-23,Credihealth,Healthcare Consulting platform,Series D,Gurgaon,Rajat Malhotra,Seed Funding,0.0
2026,2015-09-23,Amigobulls,Stock Market Portal,Series D,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,0.0
2027,2015-09-23,SilverPush,Cross-device retargeting platform,Series D,Gurgaon / SFO,M&S Partners,Series D,"12,00,000"
2028,2015-09-23,Juggernaut,Digital & Physical Publishing platform,Series D,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Series D,"22,50,000"
2029,2015-09-24,Quintype,Data Driven Publishing platform,Series D,Bangalore,Raghav Bahl,Series D,"33,00,000"
2030,2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,Series D,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"4,00,000"
2031,2015-09-24,Fourth Partner Energy,Solar Power Solutions company,Series D,Hyderabad,"Infuse Ventures, The Chennai Angels",Series D,"20,00,000"
2032,2015-09-25,TravelKhana,online meal-booking platform for train travelers,Series D,New Delhi,Astarc Ventures & Others,Seed Funding,0.0
2033,2015-09-29,Inmobi,Mobile Advertising platform,Series D,Bangalore,Tennenbaum Capital Partners & Others,Series D,"10,00,00,000"
2034,2015-09-29,Hugefly,Ecommerce Product recommendation platform,Series D,Pune,Mayank Singhal and others,Seed Funding,0.0
2035,2015-09-29,Brigge,Activity Based Social Network,Series D,Chennai,The Chennai Angels,Seed Funding,0.0
2036,2015-09-29,Zakoopi,Fashion Discovery platform,Series D,New Delhi,Uniqorn Ventures,Seed Funding,"3,50,000"
2037,2015-09-29,LoanCircle,Consumer lending marketplace,Series D,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,0.0
2038,2015-09-30,Infoworks,Big Data Management Platform,Series D,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Series D,"50,00,000"
2039,2015-09-30,RedDoorz,Budget Accommodation Platform,Series D,Noida,Jungle Ventures,Seed Funding,"10,00,000"
2040,2015-09-30,FirstTouch,Local Mobile OS,Series D,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,0.0
2041,2015-09-30,Eywa Media,Digital Signal processing platform,Series D,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"10,00,000"
2042,2015-01-08,Ressy,Restaurant Discount app,Series D,Pune,Mohandas Pai & others,Seed Funding,"4,00,000"
2043,2015-03-08,Cuelearn,Tech-enabled learning,Series D,New Delhi,Alok Mittal,Seed Funding,0.0
2044,2015-03-08,The Home Salon,on-demand home beauty and wellness portal,Series D,Mumbai,VentureNursery,Seed Funding,0.0
2045,2015-03-08,Jusride,Self Driven Car rental,Series D,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,0.0
2046,2015-03-08,Oyorooms,Budget Hotel accommodation brand,Series D,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Series D,"10,00,00,000"
2047,2015-03-08,Glowship,Energy & Environment Online Marketplace,Series D,Bangalore,Infuse Ventures,Seed Funding,0.0
2048,2015-03-08,Wizrocket,User Engagment & Analytics platform,Series D,Mumbai,"Sequoia Capital, Accel Partners",Series D,"96,00,000"
2049,2015-04-08,Pickingo,On-Demand Delivery Logistics,Series D,New Delhi,"Orios Venture Partners, Zishaan Hayath",Series D,"13,00,000"
2050,2015-05-08,Grex,fund raising platform for startups,Series D,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"6,50,000"
2051,2015-05-08,Zo Rooms,Online budget hotel chain,Series D,New Delhi,"Tiger Global Management, Orios Venture Partners",Series D,"3,00,00,000"
2052,2015-05-08,Doormint,Hyperlocal Handyman services,Series D,Mumbai,"Helion Venture Partners, Kalaari Capital",Series D,"30,00,000"
2053,2015-05-08,NightStay,hotel booking app,Series D,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"5,00,000"
2054,2015-05-08,Zocalo,Rental Accomodation finder,Series D,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,0.0
2055,2015-05-08,Sunday Realty Solutions,Tech Platform for property brokers,Series D,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"7,85,000"
2056,2015-06-08,Klozee,Luxury Apparel rental,Series D,Bangalore,Tracxn Labs,Seed Funding,0.0
2057,2015-06-08,Appvigil,App security\\xc2\\xa0 testing platform,Series D,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"5,00,000"
2058,2015-06-08,practo,Doctor Appointment booking app,Series D,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Series D,"9,00,00,000"
2059,2015-06-08,LoudShout,anonymous bulletin board app,Series D,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,0.0
2060,2015-06-08,Wetravelsolo,Travel community platform,Series D,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,0.0
2061,2015-06-08,Ketto,Crowd funding platform,Series D,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"7,00,000"
2062,2015-06-08,NDTV ecommerce venture,Car & Bike ecommerce platform,Series D,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Series D,0.0
2063,2015-07-08,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Series D,Gurgaon,YouWeCan Ventures,Seed Funding,"6,30,000"
2064,2015-07-08,EasyRewardz,Loyalty Programs & Reward Points,Series D,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Series D,"5,00,000"
2065,2015-07-08,GIBSS,Energy saving solutions provider,Series D,Mumbai,"responsAbility Investments, Infuse Ventures",Series D,0.0
2066,2015-07-08,StoreMore.in,Self-Storage Spaces,Series D,Noida,Bedrock Ventures,Seed Funding,0.0
2067,2015-10-08,eSadar,ecommerce,Series D,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000"
2068,2015-10-08,Actionable Analytics,Machine Learning Platform,Series D,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,0.0
2069,2015-10-08,MyPoolin,mobile social network,Series D,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"2,50,000"
2070,2015-10-08,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,Series D,New Delhi,Sequoia Capital,Series D,"1,60,00,000"
2071,2015-10-08,Inkmonk,Online printing marketplace,Series D,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"2,50,000"
2072,2015-10-08,ToneTag,mobile payment software platform,Series D,Bangalore,Reliance Capital Venture,Series D,"10,00,000"
2073,2015-10-08,Grey Orange,Automated Storage & Warehousing Solution,Series D,Gurgaon,Tiger Global Management,Series D,"3,00,00,000"
2074,2015-11-08,Livspace,Home Design & D\\xc3\\xa9cor solutions,Series D,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Series D,"80,00,000"
2075,2015-11-08,WOW! MOMO,Quick Service Restaurant Chain,Series D,Kolkata,Indian Angel Network,Seed Funding,"16,00,000"
2076,2015-11-08,Allygrow Technologies,engineering services company,Series D,Mumbai,Zodius Technology Fund,Series D,"2,00,00,000"
2077,2015-11-08,Infogain,Business and IT consulting,Series D,New Delhi / US,ChrysCapital,Series D,"6,30,00,000"
2078,2015-08-13,etaout,Ecommerce Marketing Software Platform,Series D,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,"5,00,000"
2079,2015-08-13,IFMR Holdings,Financial Inclusion platform,Series D,Chennai,"Accion, LeapFrog Investments, Lok Capital",Series D,"2,50,00,000"
2080,2015-08-13,Massblurb,Digital Marketing automation solution,Series D,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,0.0
2081,2015-08-14,VoxWeb,Picture based Social App,Series D,Mumbai,Jitendra Gupta & others,Seed Funding,"1,00,000"
2082,2015-08-14,VanityCube,On-Demand Beauty Services,Series D,New Delhi,Group of Angel investors,Seed Funding,0.0
2083,2015-08-17,Edu4Share,Exam Preparation Platform,Series D,New Delhi,Nalin Jain & other Angel investors,Seed Funding,"2,20,000"
2084,2015-08-17,Sampurnearth,Waste Management Solutions,Series D,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"1,60,000"
2085,2015-08-17,Orobind,App based Fitness coaching,Series D,Bangalore,Existing & New Investors,Series D,0.0
2086,2015-08-17,Fixy,On demand cleaning & fixing services,Series D,Mumbai,VentureNursery,Seed Funding,0.0
2087,2015-08-17,MSM Box,Beauty & Lifestyle platform,Series D,New Delhi,Rohit Goel,Seed Funding,0.0
2088,2015-08-17,ShadowFax,on-demand delivery service,Series D,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"3,10,000"
2089,2015-08-17,Gadgets 360,Car & Bike ecommerce platform,Series D,New Delhi,One97 Communications,Series D,0.0
2090,2015-08-18,IntelligenceNODE,Data Analytics Platform,Series D,Mumbai,"New Enterprise Associates, Orios Venture Partners",Series D,"42,00,000"
2091,2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,Series D,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"10,00,000"
2092,2015-08-18,Twyst,Location based engagement & rewards platform,Series D,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,0.0
2093,2015-08-18,IDfy,Online Identity Verification Services platform,Series D,Mumbai,"NEA, Blume Ventures & others",Series D,0.0
2094,2015-08-18,Zoojoo.be,Corporate Wellness App,Series D,Bangalore,RoundGlass Partners,Series D,"10,00,000"
2095,2015-08-19,Fashionove,Fashion Search & Review Platform,Series D,Kolkata,Umesh Yadav,Seed Funding,0.0
2096,2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Series D,Mumbai,Unilazer Ventures,Series D,"24,00,000"
2097,2015-08-19,MebelKart,Online Furniture Marketplace,Series D,Bangalore,AskMe,Series D,"2,00,00,000"
2098,2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,Series D,New Delhi,Group of Angel Investors,Seed Funding,"1,56,000"
2099,2015-08-20,Flatpebble,Online marketplace for Photographers,Series D,Hyderabad,Indian Angel Network,Seed Funding,"6,00,000"
2100,2015-08-20,Bluegape.com,Visual Blogging platform,Series D,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"6,00,000"
2101,2015-08-21,ePoise,Job Search Platform,Series D,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"5,00,000"
2102,2015-08-24,Jolly Food Fellow,Food Customer analytics platform,Series D,Ahmedabad,The 1947,Seed Funding,"3,00,000"
2103,2015-08-24,BookMeIn,Professional Service Appointment booking service,Series D,Mumbai,Ajmera Group of Companies,Seed Funding,"4,00,000"
2104,2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,Series D,Kolkata,Prime Capital Markets Ltd,Seed Funding,0.0
2105,2015-08-24,rBus,Tech enabled AC bus service,Series D,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,0.0
